contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,entropy_0,asm_45,entropy_45,asm_90,entropy_90,asm_135,entropy_135,Label
2.9525727069351344,17.63542182784552,14.60581655480989,16.189541011666122,0.5696644295302016,1.576955992973291,1.393199105145415,1.4521868384307046,0.8588964382342092,0.785759211684691,0.810873561332997,0.7933292437021839,0.5203221356395505,0.5104578913220951,0.5129170928236703,0.5118109296788542,0.9952772247743602,0.9719255344039669,0.9766357162073868,0.9742272843493915,0.5203221356395505,2.3631188278290387,0.5104578913220951,2.6471806219125433,0.5129170928236703,2.572418103265327,0.5118109296788542,2.622690749582734,Blight
2.7909619686800973,3.405882617900103,3.0275615212527973,7.628845547497848,0.44223713646532475,0.5118688347371743,0.4847427293064874,0.8044682671951726,0.9028632180396843,0.8863743160195748,0.8954619243121239,0.8668246629705432,0.6515351140339153,0.6489703302661589,0.6513745196662913,0.6448118805448049,0.9869176356141158,0.9841228872386016,0.9858085980869004,0.9644368128366096,0.6515351140339153,1.6453885155543924,0.6489703302661589,1.6869455911416378,0.6513745196662913,1.6634266177240964,0.6448118805448049,1.7747551882239705,Common_Rust
0.8932438478747208,1.5036710058105494,0.7978076062639838,1.7803252105760992,0.22612975391498913,0.30183325075447065,0.20022371364653252,0.3509301382820594,0.9353340382836836,0.9236392099318101,0.9421495016149367,0.9148686290097295,0.7544352576710781,0.7508371298608044,0.7553148596910074,0.7492652734611522,0.9824752590430383,0.9706736149749662,0.9843465610835526,0.9652779747741539,0.7544352576710781,1.0842215027900637,0.7508371298608044,1.1345085975387146,0.7553148596910074,1.0668157821814175,0.7492652734611522,1.1520861306601338,Gray_Leaf_Spot
108.9178970917211,110.94635376785033,33.04380313199074,164.69749110400662,5.936152125279579,6.599882888158219,3.432617449664417,7.919147786135765,0.45568799321474396,0.34522722247854615,0.4827699568498393,0.33487971031090014,0.03963556496454114,0.038284146265765436,0.04195636432793383,0.03797522595972274,0.984584733555993,0.9842581245885899,0.995318269554804,0.9766312960873048,0.03963556496454114,7.038924940421742,0.038284146265765436,7.275704041797642,0.04195636432793383,6.739885457567865,0.03797522595972274,7.388079756667307,Healthy
117.86402684563686,147.0449979730675,36.709217002236905,146.16566821314626,5.863042505592801,7.169857213639037,3.4074720357941723,7.2742669249132605,0.4501249104130304,0.32206348351654723,0.5119983849977552,0.317529381020959,0.015288077113642554,0.014840991082613506,0.017316948685998257,0.014790414314614028,0.9865716643689003,0.9832418211075628,0.995845619377699,0.9833420675983711,0.015288077113642554,7.62805610421567,0.014840991082613506,7.969969609594905,0.017316948685998257,7.290574547606503,0.014790414314614028,7.998184083658857,Blight
47.28134228187908,44.6530336471329,15.05834451901571,72.52844466465505,2.9537360178970804,2.901671095896585,1.6599552572706977,3.9545065537588413,0.6883631050130884,0.6469123294150955,0.7309878510616958,0.625072569442141,0.27452761587312496,0.2760539666581822,0.2819399076117523,0.2722708108183569,0.9817995178280958,0.982821927539544,0.9941919979986764,0.9720982254478054,0.27452761587312496,4.319067660877008,0.2760539666581822,4.384239595117633,0.2819399076117523,4.099370273421077,0.2722708108183569,4.522054266733871,Common_Rust
31.514317673377892,18.540876537092966,25.823847874720204,87.43903427773597,2.3537807606263965,2.023962884554753,2.2136465324384775,4.171974235394776,0.7170291454078334,0.6740385530039785,0.7108697634484127,0.6423876395290394,0.2996657768168272,0.30066965945630564,0.30049025619463876,0.2926482532361347,0.9859926812612241,0.9917868430621989,0.9885291433678016,0.9612669659714815,0.2996657768168272,4.077840139761446,0.30066965945630564,4.095760067568016,0.30049025619463876,4.066490641506622,0.2926482532361347,4.364762027064751,Gray_Leaf_Spot
147.83172259507612,203.68843745777454,43.30398210290787,158.73893067879956,6.830648769574906,8.432548083419704,3.428008948545875,7.4547542903472905,0.4926555417820104,0.3951062128933199,0.5689581827594856,0.4040034474259328,0.0676057875270882,0.06699939668002204,0.07268940938596116,0.06780119726287515,0.9772685689609304,0.9686620147253121,0.9933580564206158,0.9755769828386222,0.0676057875270882,6.729721052958737,0.06699939668002204,7.040156952485979,0.07268940938596116,6.328356358140278,0.06780119726287515,6.951194449399123,Healthy
79.3005816554804,120.14337192018515,19.130604026845628,68.73523715148002,4.031319910514523,5.282239538759517,2.0329753914988897,4.184811494977684,0.6101046184005171,0.527042451336222,0.6677941148170412,0.5411753917634703,0.138721859375722,0.13789743571127772,0.1418891791661128,0.13912483304577244,0.9851177109909188,0.977480815232383,0.9964100564762691,0.9871165894844119,0.138721859375722,5.626961088809651,0.13789743571127772,5.8709784007512695,0.1418891791661128,5.312016176801333,0.13912483304577244,5.771673780825265,Blight
123.71087248321997,114.84149362641497,10.247785234899352,148.50051799468773,5.145861297539129,5.158055943425965,1.59686800894855,5.989640106301518,0.5161582979362559,0.4581938483033647,0.6460992007744787,0.4397863311396679,0.0554476234804246,0.05461927978523698,0.06059888193224558,0.05462402734875281,0.9821351599644884,0.983427577572151,0.9985233944208745,0.9785702758896536,0.0554476234804246,6.6647945441779415,0.05461927978523698,6.773700957428993,0.06059888193224558,6.038426531906347,0.05462402734875281,6.8719121333284745,Common_Rust
